Order Date,Sales,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture,Category_Office Supplies,Category_Technology,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Discount_Bin
4/14/2017,10.776,0.15384615384615385,0.25,0.8330987224270657,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
4/14/2017,242.352,0.15384615384615385,0.25,0.8370266005101178,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Medium
12/22/2017,220.98,0.0,0.0,0.8663747267414031,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Low
12/8/2016,12.957,0.4615384615384616,0.875,0.8239547685079807,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
3/23/2017,25.68,0.38461538461538464,0.0,0.8387618703871954,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
7/25/2016,15.712,0.23076923076923078,0.25,0.8346410439070812,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Medium
7/10/2017,298.464,0.38461538461538464,0.25,0.8489996673327744,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
7/17/2016,21.93,0.15384615384615385,0.0,0.8377294839565587,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
7/17/2016,242.94,0.15384615384615385,0.0,0.8340526356758069,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
7/17/2016,7.64,0.0,0.0,0.8332684663886212,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
7/17/2016,51.84,0.5384615384615385,0.0,0.8484976077281738,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
7/17/2016,265.17,0.0,0.0,0.8641985725896971,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
8/23/2016,135.9,0.3076923076923077,0.0,0.8755493386419455,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
8/23/2016,34.68,0.38461538461538464,0.0,0.8425851175610534,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
8/23/2016,43.1,0.3076923076923077,0.0,0.8385157627378814,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
8/23/2016,15.88,0.23076923076923078,0.0,0.8307477615278756,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Low
6/11/2015,249.584,0.07692307692307693,0.25,0.8525734316666993,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
6/11/2015,48.672,0.15384615384615385,0.25,0.8357697639033066,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
6/11/2015,60.768,0.07692307692307693,0.25,0.8359773381263852,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
6/11/2015,78.6,0.3076923076923077,0.875,0.7864211018605104,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
6/11/2015,3.768,0.07692307692307693,0.875,0.8284281617748551,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/8/2017,258.528,0.07692307692307693,0.5,0.7973083417343936,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,High
10/2/2017,49.12,0.23076923076923078,0.0,0.8468696407861971,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
12/16/2014,44.46,0.07692307692307693,0.0,0.8409527909978602,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
12/16/2014,241.568,0.07692307692307693,0.25,0.8433757559635926,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
12/16/2014,395.0,0.3076923076923077,0.0,0.8584111051084282,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
8/24/2014,13.28,0.07692307692307693,0.0,0.8351183521138079,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
8/24/2014,12.672,0.15384615384615385,0.25,0.8337547751036657,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/12/2017,30.56,0.3076923076923077,1.0,0.7984030285585425,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
11/12/2017,77.952,0.15384615384615385,0.25,0.8196734798405136,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
11/12/2017,67.992,0.0,0.25,0.8366122958616153,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
11/12/2017,12.224,0.07692307692307693,0.25,0.8337519624448164,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
11/12/2017,44.784,0.07692307692307693,0.25,0.8302424673655983,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/12/2017,22.848,0.15384615384615385,0.75,0.8181850207774624,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,High
4/25/2015,206.43,0.15384615384615385,0.0,0.8945039872603429,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
12/12/2014,210.392,0.07692307692307693,1.0,0.5939317307225108,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/25/2017,119.96,0.3076923076923077,0.25,0.85594159063874,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/25/2017,10.608,0.38461538461538464,0.25,0.8312887764575391,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/5/2016,347.802,0.4615384615384616,0.375,0.8131673780232478,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
2/11/2017,88.776,0.15384615384615385,0.25,0.836098212140434,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
6/30/2014,32.4,0.3076923076923077,0.0,0.8379265107089523,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
6/7/2016,32.4,0.3076923076923077,0.0,0.8415717165776494,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
12/20/2014,31.05,0.15384615384615385,0.0,0.8411160658440623,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
12/15/2015,101.988,0.07692307692307693,0.5,0.8186837051914438,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,High
12/15/2015,262.864,0.4615384615384616,0.25,0.8791557298185222,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
8/3/2014,93.024,0.15384615384615385,0.25,0.8543476568688397,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
8/24/2015,284.364,0.07692307692307693,0.5,0.7773148375700061,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,High
8/24/2015,26.0,0.07692307692307693,0.0,0.8388631261057703,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
3/26/2016,67.64,0.3076923076923077,0.25,0.8347977793214586,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
3/26/2016,119.976,0.15384615384615385,0.25,0.8179816655426577,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/12/2014,5.18,0.3076923076923077,1.0,0.8249903894962942,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/21/2014,15.56,0.07692307692307693,0.0,0.8357784831457394,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
9/21/2014,78.35,0.3076923076923077,0.0,0.8565297879206005,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
9/21/2014,59.52,0.15384615384615385,0.0,0.8415177135277427,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/21/2014,38.52,0.6153846153846154,0.0,0.8428247560950141,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
9/21/2014,239.984,0.07692307692307693,0.25,0.8475109270038382,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
9/21/2014,19.35,0.15384615384615385,0.0,0.8373031551914755,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
10/29/2016,67.0,0.3076923076923077,0.0,0.8532498761199567,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
5/28/2016,390.272,0.5384615384615385,0.25,0.8134845053085067,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
5/28/2016,62.192,0.9230769230769231,0.25,0.8443021051556105,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
12/21/2017,23.88,0.38461538461538464,0.0,0.8385281384368183,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
3/21/2016,3.168,0.07692307692307693,1.0,0.8272946602585859,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
3/21/2016,13.392,0.15384615384615385,0.25,0.8316954869271483,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/11/2017,181.86,0.4615384615384616,0.0,0.866441808654959,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/23/2017,180.588,0.07692307692307693,0.875,0.6613252868788971,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,High
9/23/2017,47.984,0.07692307692307693,0.25,0.8310578571660112,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/10/2017,18.76,0.07692307692307693,0.0,0.8369679565731097,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
12/5/2017,20.94,0.15384615384615385,0.0,0.834906137003628,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
12/5/2017,58.68,0.07692307692307693,0.0,0.8434272276205348,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
12/5/2017,254.9,0.3076923076923077,0.0,0.8790300039679584,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/9/2017,9.64,0.07692307692307693,0.0,0.8337542125718959,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/7/2014,26.046,0.15384615384615385,1.0,0.7995012312062529,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
11/7/2014,74.352,0.15384615384615385,0.25,0.8495882161969912,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
3/12/2017,69.93,0.4615384615384616,0.0,0.8532553608047129,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
10/20/2017,3.75,0.0,0.0,0.8319017954537447,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
10/20/2017,20.928,0.23076923076923078,0.25,0.8359705877451469,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
12/27/2015,12.672,0.15384615384615385,0.25,0.82840847316291,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
10/2/2017,65.99,0.0,0.0,0.8427005772068173,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
6/4/2017,6.37,0.4615384615384616,1.0,0.8239173601452849,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/1/2014,3.648,0.15384615384615385,1.0,0.8264036099351266,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/1/2014,31.104,0.38461538461538464,0.25,0.838291031295822,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
8/8/2016,23.34,0.15384615384615385,0.0,0.830800217615415,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Low
7/22/2017,29.97,0.15384615384615385,0.0,0.8405408067929085,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
7/10/2015,3.366,0.15384615384615385,0.875,0.8290581973570991,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
12/1/2014,95.968,0.23076923076923078,0.25,0.8373842300828067,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
12/18/2017,18.704,0.4615384615384616,0.25,0.832280098068976,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
5/18/2014,149.232,0.15384615384615385,0.25,0.8332594658803034,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
5/18/2014,15.936,0.23076923076923078,0.25,0.834698140881722,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
11/10/2014,10.99,0.0,0.0,0.8336499332450579,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/10/2014,39.88,0.07692307692307693,0.0,0.8384879174152733,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
11/10/2014,62.24,0.5384615384615385,0.0,0.8503303362343799,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
11/10/2014,53.2,0.3076923076923077,0.0,0.8411104405263636,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
11/10/2014,39.84,0.5384615384615385,0.0,0.8435225767555262,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
1/9/2016,349.95,0.3076923076923077,0.0,0.9143007459382216,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
1/9/2016,377.928,0.6153846153846154,0.25,0.9302907114965109,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
9/22/2017,13.392,0.15384615384615385,0.25,0.8341673921568585,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
9/22/2017,11.228,0.4615384615384616,1.0,0.8176091288780676,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
12/23/2014,207.24,0.7692307692307694,0.0,0.8714387783666312,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
5/26/2016,1.504,0.0,0.25,0.8307550744408837,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
5/26/2016,34.848,0.07692307692307693,0.25,0.8352305772018952,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
7/8/2017,75.18,0.38461538461538464,0.0,0.8554821428157062,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
5/13/2014,149.97,0.15384615384615385,0.0,0.8675448631391846,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/10/2017,430.88,0.07692307692307693,0.0,0.918500186233174,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
10/2/2015,94.85,0.3076923076923077,0.0,0.8626497819943283,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
10/2/2015,51.12,0.23076923076923078,0.0,0.8468117000139015,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
10/2/2015,90.0,0.0,0.0,0.8534186356509149,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/2/2014,9.408,0.07692307692307693,0.25,0.8330341719064742,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
10/2/2014,4.672,0.07692307692307693,0.25,0.8316627194515539,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Medium
10/2/2014,318.4,0.07692307692307693,0.25,0.9061981789580912,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
10/2/2014,12.768,0.38461538461538464,0.25,0.833890626526087,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
10/2/2014,15.36,0.07692307692307693,0.25,0.8283409693505267,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Medium
10/2/2014,230.376,0.15384615384615385,0.25,0.8448104229261509,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
10/2/2014,7.16,0.0,0.25,0.830573165729805,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
8/11/2014,375.34,0.0,0.0,0.843832391127777,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
9/1/2017,114.9,0.3076923076923077,0.0,0.8581059316232789,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
4/16/2017,26.046,0.15384615384615385,1.0,0.7995012312062529,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
4/16/2017,2.896,0.0,1.0,0.8272760967101805,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
4/16/2017,32.544,0.07692307692307693,0.25,0.8252011982770494,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
4/24/2016,3.984,0.0,0.25,0.8316165918464253,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
1/15/2016,181.797,0.0,0.375,0.8196789645252698,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Medium
5/2/2016,44.94,0.15384615384615385,0.0,0.8394841611796965,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
5/2/2016,45.576,0.15384615384615385,0.25,0.8418527011966949,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/20/2016,318.43,0.3076923076923077,0.375,0.7762582622732653,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
11/20/2016,122.92,0.4615384615384616,0.25,0.8630484763862171,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
11/20/2016,7.068,0.15384615384615385,0.75,0.8286481116968707,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,High
2/1/2016,56.45,0.3076923076923077,0.0,0.8409564474543644,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
3/31/2017,13.468,0.9230769230769231,1.0,0.8145367209840311,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
12/1/2017,219.8,0.3076923076923077,0.25,0.848023604395595,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
12/1/2017,317.058,0.15384615384615385,0.375,0.8178964419795238,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
12/10/2017,49.08,0.15384615384615385,0.0,0.8340872313796533,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
12/10/2017,324.9,0.3076923076923077,0.0,0.8580510847757175,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
12/10/2017,18.24,0.15384615384615385,0.0,0.8343555590338769,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/17/2016,113.888,0.07692307692307693,0.25,0.8376432759628275,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
9/17/2016,105.584,0.07692307692307693,0.25,0.8362043196955239,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
12/23/2016,24.85,0.4615384615384616,0.0,0.8388487112291677,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Low
4/17/2017,60.312,0.15384615384615385,0.25,0.8343469101079153,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
10/27/2017,7.056,0.15384615384615385,0.25,0.8321865771622367,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
10/27/2017,27.184,0.07692307692307693,0.25,0.8320697111870481,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
7/8/2016,107.984,0.0,0.25,0.83728002107244,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
